step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
212,0.1377451866865158,0.9642857142857143,,,,,,,,2026-04-14T11:55:16.8220000Z
213,0.13526508212089539,0.9682539682539683,,,,,,,,2026-04-14T11:55:18.0370000Z
214,0.09045127779245377,0.9761904761904762,,,,,,,,2026-04-14T11:55:19.2660000Z
215,0.16679087281227112,0.9563492063492064,,,,,,,,2026-04-14T11:55:20.4760000Z
216,0.096499964594841,0.9761904761904762,,,,,,,,2026-04-14T11:55:21.6890000Z
217,0.13000285625457764,0.9563492063492064,,,,,,,,2026-04-14T11:55:23.1980000Z
218,0.18460999429225922,0.9365079365079365,,,,,,,,2026-04-14T11:55:24.4150000Z
219,0.1155049055814743,0.9484126984126984,,,,,,,,2026-04-14T11:55:25.6210000Z
220,0.211958110332489,0.9325396825396826,,0.30424732632107204,0.9007936507936508,,,,,2026-04-14T11:55:29.9840000Z
221,0.15179897844791412,0.9603174603174603,,,,,,,,2026-04-14T11:55:32.2890000Z
222,0.11116637289524078,0.9722222222222222,,,,,,,,2026-04-14T11:55:33.2090000Z
223,0.1548748016357422,0.9444444444444444,,,,,,,,2026-04-14T11:55:34.4320000Z
224,0.22228680551052094,0.9166666666666666,,,,,,,,2026-04-14T11:55:35.6410000Z
225,0.11669391393661499,0.9682539682539683,,,,,,,,2026-04-14T11:55:36.8740000Z
226,0.09526129812002182,0.9603174603174603,,,,,,,,2026-04-14T11:55:38.0990000Z
227,0.10514497011899948,0.9722222222222222,,,,,,,,2026-04-14T11:55:39.6240000Z
228,0.160440593957901,0.9246031746031746,,,,,,,,2026-04-14T11:55:40.8480000Z
229,0.24721181392669678,0.9325396825396826,,,,,,,,2026-04-14T11:55:42.0660000Z
230,0.16242660582065582,0.9444444444444444,,0.22954613821847097,0.9166666666666666,,,,,2026-04-14T11:55:46.7200000Z
231,0.2174474149942398,0.9285714285714286,,,,,,,,2026-04-14T11:55:49.3090000Z
232,0.12014491111040115,0.9563492063492064,,,,,,,,2026-04-14T11:55:50.5470000Z
233,0.11034746468067169,0.9563492063492064,,,,,,,,2026-04-14T11:55:51.7600000Z
234,0.1683647483587265,0.9563492063492064,,,,,,,,2026-04-14T11:55:52.9640000Z
235,0.158681720495224,0.9523809523809523,,,,,,,,2026-04-14T11:55:54.1750000Z
236,0.1293613761663437,0.9603174603174603,,,,,,,,2026-04-14T11:55:56.3100000Z
237,0.1483362913131714,0.9404761904761905,,,,,,,,2026-04-14T11:55:56.9660000Z
238,0.14759662747383118,0.9484126984126984,,,,,,,,2026-04-14T11:55:58.7570000Z
239,0.12425760179758072,0.9603174603174603,,,,,,,,2026-04-14T11:55:59.9750000Z
240,0.12015554308891296,0.9642857142857143,,0.34038013125222827,0.8849206349206349,,0.27552605583554224,0.9063492063492063,,2026-04-14T11:56:10.0270000Z
